n,theta_rad,theta_deg,axis,target_qubit,function,error_position,P0,success_probability,std_error,shots
1,0.5235987755982988,29.999999999999996,Y,0,constant_1,E4_after_final_H,0.9365234375,0.9365234375,0.007619317074952049,1024
1,0.5235987755982988,29.999999999999996,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,0.5235987755982988,29.999999999999996,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,0.5235987755982988,29.999999999999996,Z,0,constant_1,E2_after_first_H,0.9111328125,0.9111328125,0.008892248340694155,1024
1,0.5235987755982988,29.999999999999996,Z,0,constant_1,E3_after_oracle,0.9228515625,0.9228515625,0.008338338372116985,1024
1,0.5235987755982988,29.999999999999996,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,0.6981317007977318,40.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,0.6981317007977318,40.0,X,0,constant_1,E1_before_H,0.8935546875,0.8935546875,0.009637710152275526,1024
1,0.6981317007977318,40.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,0.6981317007977318,40.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,0.6981317007977318,40.0,X,0,constant_1,E4_after_final_H,0.8916015625,0.8916015625,0.009715092571831544,1024
1,0.6981317007977318,40.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,0.6981317007977318,40.0,Y,0,constant_1,E1_before_H,0.87890625,0.87890625,0.010194881035455362,1024
1,0.6981317007977318,40.0,Y,0,constant_1,E2_after_first_H,0.8828125,0.8828125,0.010051361743280713,1024
1,0.6981317007977318,40.0,Y,0,constant_1,E3_after_oracle,0.8671875,0.8671875,0.010605374330553453,1024
1,0.6981317007977318,40.0,Y,0,constant_1,E4_after_final_H,0.8642578125,0.8642578125,0.010703581013675894,1024
1,0.6981317007977318,40.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,0.6981317007977318,40.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,0.6981317007977318,40.0,Z,0,constant_1,E2_after_first_H,0.8896484375,0.8896484375,0.009791483023456723,1024
1,0.6981317007977318,40.0,Z,0,constant_1,E3_after_oracle,0.87890625,0.87890625,0.010194881035455362,1024
1,0.6981317007977318,40.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,0.8726646259971648,50.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,0.8726646259971648,50.0,X,0,constant_1,E1_before_H,0.8095703125,0.8095703125,0.012270002070067681,1024
1,0.8726646259971648,50.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,0.8726646259971648,50.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,0.8726646259971648,50.0,X,0,constant_1,E4_after_final_H,0.81640625,0.81640625,0.012098516702768382,1024
1,0.8726646259971648,50.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,0.8726646259971648,50.0,Y,0,constant_1,E1_before_H,0.8115234375,0.8115234375,0.012221632807630669,1024
1,0.8726646259971648,50.0,Y,0,constant_1,E2_after_first_H,0.8310546875,0.8310546875,0.011709487751503675,1024
1,0.8726646259971648,50.0,Y,0,constant_1,E3_after_oracle,0.8173828125,0.8173828125,0.01207351142196172,1024
1,0.8726646259971648,50.0,Y,0,constant_1,E4_after_final_H,0.822265625,0.822265625,0.011946530735923899,1024
1,0.8726646259971648,50.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,0.8726646259971648,50.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,0.8726646259971648,50.0,Z,0,constant_1,E2_after_first_H,0.8291015625,0.8291015625,0.0117631310255176,1024
1,0.8726646259971648,50.0,Z,0,constant_1,E3_after_oracle,0.833984375,0.833984375,0.0116279581777144,1024
1,0.8726646259971648,50.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,1.0471975511965976,59.99999999999999,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.0471975511965976,59.99999999999999,X,0,constant_1,E1_before_H,0.765625,0.765625,0.013237736046607381,1024
1,1.0471975511965976,59.99999999999999,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,1.0471975511965976,59.99999999999999,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,1.0471975511965976,59.99999999999999,X,0,constant_1,E4_after_final_H,0.76171875,0.76171875,0.013313501132339978,1024
1,1.0471975511965976,59.99999999999999,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.0471975511965976,59.99999999999999,Y,0,constant_1,E1_before_H,0.7646484375,0.7646484375,0.013256823292088668,1024
1,1.0471975511965976,59.99999999999999,Y,0,constant_1,E2_after_first_H,0.7412109375,0.7412109375,0.01368654689997752,1024
1,1.0471975511965976,59.99999999999999,Y,0,constant_1,E3_after_oracle,0.7333984375,0.7333984375,0.013818196272140197,1024
1,1.0471975511965976,59.99999999999999,Y,0,constant_1,E4_after_final_H,0.7578125,0.7578125,0.013387724483257027,1024
1,1.0471975511965976,59.99999999999999,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.0471975511965976,59.99999999999999,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,1.0471975511965976,59.99999999999999,Z,0,constant_1,E2_after_first_H,0.7548828125,0.7548828125,0.013442395615909352,1024
1,1.0471975511965976,59.99999999999999,Z,0,constant_1,E3_after_oracle,0.74609375,0.74609375,0.01360139390730298,1024
1,1.0471975511965976,59.99999999999999,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,1.2217304763960306,70.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.2217304763960306,70.0,X,0,constant_1,E1_before_H,0.6533203125,0.6533203125,0.01487227134160425,1024
1,1.2217304763960306,70.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,1.2217304763960306,70.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,1.2217304763960306,70.0,X,0,constant_1,E4_after_final_H,0.642578125,0.642578125,0.014976266323736916,1024
1,1.2217304763960306,70.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.2217304763960306,70.0,Y,0,constant_1,E1_before_H,0.685546875,0.685546875,0.014509303224358543,1024
1,1.2217304763960306,70.0,Y,0,constant_1,E2_after_first_H,0.6962890625,0.6962890625,0.014370604081351627,1024
1,1.2217304763960306,70.0,Y,0,constant_1,E3_after_oracle,0.6630859375,0.6630859375,0.014770476286042672,1024
1,1.2217304763960306,70.0,Y,0,constant_1,E4_after_final_H,0.6630859375,0.6630859375,0.014770476286042672,1024
1,1.2217304763960306,70.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.2217304763960306,70.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,1.2217304763960306,70.0,Z,0,constant_1,E2_after_first_H,0.677734375,0.677734375,0.014604502594694448,1024
1,1.2217304763960306,70.0,Z,0,constant_1,E3_after_oracle,0.6708984375,0.6708984375,0.01468396646524368,1024
1,1.2217304763960306,70.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,1.3962634015954636,80.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.3962634015954636,80.0,X,0,constant_1,E1_before_H,0.5576171875,0.5576171875,0.015520911413888153,1024
1,1.3962634015954636,80.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,1.3962634015954636,80.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,1.3962634015954636,80.0,X,0,constant_1,E4_after_final_H,0.6005859375,0.6005859375,0.015305561858550126,1024
1,1.3962634015954636,80.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.3962634015954636,80.0,Y,0,constant_1,E1_before_H,0.591796875,0.591796875,0.015359409452537479,1024
1,1.3962634015954636,80.0,Y,0,constant_1,E2_after_first_H,0.6083984375,0.6083984375,0.015253386494748066,1024
1,1.3962634015954636,80.0,Y,0,constant_1,E3_after_oracle,0.5859375,0.5859375,0.015392480728660268,1024
1,1.3962634015954636,80.0,Y,0,constant_1,E4_after_final_H,0.5908203125,0.5908203125,0.015365077808203599,1024
1,1.3962634015954636,80.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.3962634015954636,80.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,1.3962634015954636,80.0,Z,0,constant_1,E2_after_first_H,0.5908203125,0.5908203125,0.015365077808203599,1024
1,1.3962634015954636,80.0,Z,0,constant_1,E3_after_oracle,0.591796875,0.591796875,0.015359409452537479,1024
1,1.3962634015954636,80.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,1.5707963267948966,90.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.5707963267948966,90.0,X,0,constant_1,E1_before_H,0.501953125,0.501953125,0.015624880790255698,1024
1,1.5707963267948966,90.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,1.5707963267948966,90.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,1.5707963267948966,90.0,X,0,constant_1,E4_after_final_H,0.4833984375,0.4833984375,0.01561638475371096,1024
1,1.5707963267948966,90.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.5707963267948966,90.0,Y,0,constant_1,E1_before_H,0.51171875,0.51171875,0.015620707876061679,1024
1,1.5707963267948966,90.0,Y,0,constant_1,E2_after_first_H,0.50390625,0.50390625,0.015624523155565617,1024
1,1.5707963267948966,90.0,Y,0,constant_1,E3_after_oracle,0.462890625,0.462890625,0.01558190601955535,1024
1,1.5707963267948966,90.0,Y,0,constant_1,E4_after_final_H,0.462890625,0.462890625,0.01558190601955535,1024
1,1.5707963267948966,90.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.5707963267948966,90.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,1.5707963267948966,90.0,Z,0,constant_1,E2_after_first_H,0.4833984375,0.4833984375,0.01561638475371096,1024
1,1.5707963267948966,90.0,Z,0,constant_1,E3_after_oracle,0.4775390625,0.4775390625,0.015609226609862144,1024
1,1.5707963267948966,90.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,1.7453292519943295,100.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.7453292519943295,100.0,X,0,constant_1,E1_before_H,0.4248046875,0.4248046875,0.015447291460159118,1024
1,1.7453292519943295,100.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,1.7453292519943295,100.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,1.7453292519943295,100.0,X,0,constant_1,E4_after_final_H,0.4345703125,0.4345703125,0.015490639688616836,1024
1,1.7453292519943295,100.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.7453292519943295,100.0,Y,0,constant_1,E1_before_H,0.4228515625,0.4228515625,0.015437883300887618,1024
1,1.7453292519943295,100.0,Y,0,constant_1,E2_after_first_H,0.41015625,0.41015625,0.0153706834828011,1024
1,1.7453292519943295,100.0,Y,0,constant_1,E3_after_oracle,0.4189453125,0.4189453125,0.015418324934423777,1024
1,1.7453292519943295,100.0,Y,0,constant_1,E4_after_final_H,0.42578125,0.42578125,0.015451902983419906,1024
1,1.7453292519943295,100.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.7453292519943295,100.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,1.7453292519943295,100.0,Z,0,constant_1,E2_after_first_H,0.4033203125,0.4033203125,0.015330124997735462,1024
1,1.7453292519943295,100.0,Z,0,constant_1,E3_after_oracle,0.3935546875,0.3935546875,0.015266813075786102,1024
1,1.7453292519943295,100.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,1.9198621771937625,110.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.9198621771937625,110.0,X,0,constant_1,E1_before_H,0.3310546875,0.3310546875,0.014706021612398553,1024
1,1.9198621771937625,110.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,1.9198621771937625,110.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,1.9198621771937625,110.0,X,0,constant_1,E4_after_final_H,0.341796875,0.341796875,0.014822246636451283,1024
1,1.9198621771937625,110.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.9198621771937625,110.0,Y,0,constant_1,E1_before_H,0.3291015625,0.3291015625,0.01468396646524368,1024
1,1.9198621771937625,110.0,Y,0,constant_1,E2_after_first_H,0.3388671875,0.3388671875,0.014791395062876713,1024
1,1.9198621771937625,110.0,Y,0,constant_1,E3_after_oracle,0.310546875,0.310546875,0.014459922841487498,1024
1,1.9198621771937625,110.0,Y,0,constant_1,E4_after_final_H,0.3193359375,0.3193359375,0.014569355163622899,1024
1,1.9198621771937625,110.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,1.9198621771937625,110.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,1.9198621771937625,110.0,Z,0,constant_1,E2_after_first_H,0.3212890625,0.3212890625,0.014592860010933505,1024
1,1.9198621771937625,110.0,Z,0,constant_1,E3_after_oracle,0.328125,0.328125,0.01467283125128586,1024
1,1.9198621771937625,110.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,2.0943951023931953,119.99999999999999,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.0943951023931953,119.99999999999999,X,0,constant_1,E1_before_H,0.259765625,0.259765625,0.013703310113785271,1024
1,2.0943951023931953,119.99999999999999,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,2.0943951023931953,119.99999999999999,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,2.0943951023931953,119.99999999999999,X,0,constant_1,E4_after_final_H,0.2412109375,0.2412109375,0.01336931176978187,1024
1,2.0943951023931953,119.99999999999999,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.0943951023931953,119.99999999999999,Y,0,constant_1,E1_before_H,0.2509765625,0.2509765625,0.013549220441989588,1024
1,2.0943951023931953,119.99999999999999,Y,0,constant_1,E2_after_first_H,0.23046875,0.23046875,0.013160402598556447,1024
1,2.0943951023931953,119.99999999999999,Y,0,constant_1,E3_after_oracle,0.2548828125,0.2548828125,0.01361860387398981,1024
1,2.0943951023931953,119.99999999999999,Y,0,constant_1,E4_after_final_H,0.25,0.25,0.013531646934131853,1024
1,2.0943951023931953,119.99999999999999,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.0943951023931953,119.99999999999999,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,2.0943951023931953,119.99999999999999,Z,0,constant_1,E2_after_first_H,0.2392578125,0.2392578125,0.013332200492725765,1024
1,2.0943951023931953,119.99999999999999,Z,0,constant_1,E3_after_oracle,0.263671875,0.263671875,0.013769482551650919,1024
1,2.0943951023931953,119.99999999999999,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,2.2689280275926285,130.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.2689280275926285,130.0,X,0,constant_1,E1_before_H,0.1728515625,0.1728515625,0.011816215513597317,1024
1,2.2689280275926285,130.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,2.2689280275926285,130.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,2.2689280275926285,130.0,X,0,constant_1,E4_after_final_H,0.1962890625,0.1962890625,0.012412178465548113,1024
1,2.2689280275926285,130.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.2689280275926285,130.0,Y,0,constant_1,E1_before_H,0.16015625,0.16015625,0.011460965750047729,1024
1,2.2689280275926285,130.0,Y,0,constant_1,E2_after_first_H,0.18359375,0.18359375,0.012098516702768382,1024
1,2.2689280275926285,130.0,Y,0,constant_1,E3_after_oracle,0.185546875,0.185546875,0.012148142869326518,1024
1,2.2689280275926285,130.0,Y,0,constant_1,E4_after_final_H,0.177734375,0.177734375,0.011946530735923899,1024
1,2.2689280275926285,130.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.2689280275926285,130.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,2.2689280275926285,130.0,Z,0,constant_1,E2_after_first_H,0.177734375,0.177734375,0.011946530735923899,1024
1,2.2689280275926285,130.0,Z,0,constant_1,E3_after_oracle,0.1748046875,0.1748046875,0.01186874871346867,1024
1,2.2689280275926285,130.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,2.443460952792061,140.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.443460952792061,140.0,X,0,constant_1,E1_before_H,0.1025390625,0.1025390625,0.009479871931493621,1024
1,2.443460952792061,140.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,2.443460952792061,140.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,2.443460952792061,140.0,X,0,constant_1,E4_after_final_H,0.1181640625,0.1181640625,0.010087571485259027,1024
1,2.443460952792061,140.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.443460952792061,140.0,Y,0,constant_1,E1_before_H,0.115234375,0.115234375,0.009978268076524683,1024
1,2.443460952792061,140.0,Y,0,constant_1,E2_after_first_H,0.10546875,0.10546875,0.009598639469297723,1024
1,2.443460952792061,140.0,Y,0,constant_1,E3_after_oracle,0.1181640625,0.1181640625,0.010087571485259027,1024
1,2.443460952792061,140.0,Y,0,constant_1,E4_after_final_H,0.1279296875,0.1279296875,0.010437859394830077,1024
1,2.443460952792061,140.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.443460952792061,140.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,2.443460952792061,140.0,Z,0,constant_1,E2_after_first_H,0.11328125,0.11328125,0.009904258888937582,1024
1,2.443460952792061,140.0,Z,0,constant_1,E3_after_oracle,0.119140625,0.119140625,0.01012355971983105,1024
1,2.443460952792061,140.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,2.6179938779914944,150.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.6179938779914944,150.0,X,0,constant_1,E1_before_H,0.0751953125,0.0751953125,0.008240819790432629,1024
1,2.6179938779914944,150.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,2.6179938779914944,150.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,2.6179938779914944,150.0,X,0,constant_1,E4_after_final_H,0.0693359375,0.0693359375,0.007938266773434056,1024
1,2.6179938779914944,150.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.6179938779914944,150.0,Y,0,constant_1,E1_before_H,0.0703125,0.0703125,0.007989779380836705,1024
1,2.6179938779914944,150.0,Y,0,constant_1,E2_after_first_H,0.0498046875,0.0498046875,0.006798162995997072,1024
1,2.6179938779914944,150.0,Y,0,constant_1,E3_after_oracle,0.048828125,0.048828125,0.0067346424837383765,1024
1,2.6179938779914944,150.0,Y,0,constant_1,E4_after_final_H,0.0693359375,0.0693359375,0.007938266773434056,1024
1,2.6179938779914944,150.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.6179938779914944,150.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,2.6179938779914944,150.0,Z,0,constant_1,E2_after_first_H,0.072265625,0.072265625,0.00809147557590506,1024
1,2.6179938779914944,150.0,Z,0,constant_1,E3_after_oracle,0.078125,0.078125,0.008386505877596517,1024
1,2.6179938779914944,150.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,2.792526803190927,160.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.792526803190927,160.0,X,0,constant_1,E1_before_H,0.0341796875,0.0341796875,0.005677828010807899,1024
1,2.792526803190927,160.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,2.792526803190927,160.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,2.792526803190927,160.0,X,0,constant_1,E4_after_final_H,0.01953125,0.01953125,0.004324460347636316,1024
1,2.792526803190927,160.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.792526803190927,160.0,Y,0,constant_1,E1_before_H,0.0244140625,0.0244140625,0.004822839547509493,1024
1,2.792526803190927,160.0,Y,0,constant_1,E2_after_first_H,0.029296875,0.029296875,0.0052699183271691765,1024
1,2.792526803190927,160.0,Y,0,constant_1,E3_after_oracle,0.0302734375,0.0302734375,0.005354334955378518,1024
1,2.792526803190927,160.0,Y,0,constant_1,E4_after_final_H,0.0302734375,0.0302734375,0.005354334955378518,1024
1,2.792526803190927,160.0,Z,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.792526803190927,160.0,Z,0,constant_1,E1_before_H,1.0,1.0,0.0,1024
1,2.792526803190927,160.0,Z,0,constant_1,E2_after_first_H,0.0205078125,0.0205078125,0.004429045877965798,1024
1,2.792526803190927,160.0,Z,0,constant_1,E3_after_oracle,0.0302734375,0.0302734375,0.005354334955378518,1024
1,2.792526803190927,160.0,Z,0,constant_1,E4_after_final_H,1.0,1.0,0.0,1024
1,2.9670597283903604,170.0,X,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.9670597283903604,170.0,X,0,constant_1,E1_before_H,0.009765625,0.009765625,0.003073045867962428,1024
1,2.9670597283903604,170.0,X,0,constant_1,E2_after_first_H,1.0,1.0,0.0,1024
1,2.9670597283903604,170.0,X,0,constant_1,E3_after_oracle,1.0,1.0,0.0,1024
1,2.9670597283903604,170.0,X,0,constant_1,E4_after_final_H,0.0068359375,0.0068359375,0.002574895222856183,1024
1,2.9670597283903604,170.0,Y,0,constant_1,no_error,1.0,1.0,0.0,1024
1,2.9670597283903604,170.0,Y,0,constant_1,E1_before_H,0.0048828125,0.0048828125,0.0021783224090262355,1024
1,2.9670597283903604,170.0,Y,0,constant_1,E2_after_first_H,0.0029296875,0.0029296875,0.0016889763308131972,1024
1,2.9670597283903604,170.0,Y,0,constant_1,E3_after_oracle,0.0087890625,0.0087890625,0.002916784482801634,1024
